,srcDistrictName,Number of Households issue Job Card Schedule Castes (SC),Number of Households issue Job Card Others,Total number of Households issue Job Card,Number of person days generated Scheduled Caste (SCs),Total number of person days generated,Families completed 100days Scheduled Caste (SCs),Families completed 100days Others,Total Families completed 100 days,YearCode
503,garo hills,0,0,149,0,11939,0,0,0,2015
504,garo hills,0,1,62,0,5800,0,1,58,2020
505,garo hills,57,19,204,2352,8484,0,0,0,2017
506,jaintia hills,0,0,22,0,0,0,0,0,2015
507,khasi hills,0,0,70,0,4900,0,0,0,2016
508,garo hills,0,0,57,0,2652,0,0,0,2014
509,khasi hills,0,1,273,0,2100,0,0,0,2016
510,garo hills,0,0,72,0,3421,0,0,0,2019
511,garo hills,0,1,28,0,2436,0,0,0,2015
512,khasi hills,7,38,464,119,9709,0,0,0,2015
513,khasi hills,0,0,37,0,2481,0,0,0,2014
514,garo hills,0,1,78,0,7800,0,1,78,2019
515,khasi hills,0,1,51,0,3110,0,0,17,2018
516,khasi hills,0,0,73,0,6800,0,0,66,2018
517,garo hills,0,2,93,0,11250,0,3,109,2020
518,khasi hills,0,0,116,0,11600,0,0,116,2020
519,garo hills,11,4,113,860,10000,8,0,67,2020
520,garo hills,0,0,14,0,964,0,0,9,2018
521,garo hills,0,1,55,0,2621,0,0,0,2021
522,ri bhoi,7,4,77,0,0,0,0,0,2015
523,garo hills,0,2,65,0,6200,0,1,62,2021
524,ri bhoi,0,0,65,0,4329,0,0,37,2020
525,garo hills,0,0,24,0,2400,0,0,24,2020
526,garo hills,0,1,58,0,5550,0,0,0,2015
527,garo hills,0,0,27,0,2605,0,0,26,2021
528,garo hills,0,0,18,0,1800,0,0,18,2019
529,khasi hills,0,0,107,0,2808,0,0,0,2015
530,khasi hills,0,0,155,0,5221,0,0,10,2020
531,jaintia hills,0,0,38,0,0,0,0,0,2016
532,garo hills,0,0,45,0,3735,0,0,0,2016
533,garo hills,0,0,36,0,1146,0,0,0,2019
534,khasi hills,0,0,114,0,0,0,0,0,2015
535,jaintia hills,0,2,545,0,566,0,0,0,2019
536,garo hills,0,0,86,0,4250,0,0,0,2016
537,khasi hills,0,0,61,0,5472,0,0,40,2020
538,garo hills,0,1,51,0,5120,0,0,45,2018
539,khasi hills,0,1,55,0,4637,0,0,12,2017
540,ri bhoi,0,0,14,0,650,0,0,0,2018
541,khasi hills,0,0,399,0,10920,0,0,0,2017
542,jaintia hills,0,0,63,0,4369,0,0,0,2017
543,khasi hills,0,0,33,0,3100,0,0,31,2020
544,khasi hills,0,0,102,0,2060,0,0,0,2018
545,garo hills,0,0,53,0,4075,0,0,0,2016
546,garo hills,0,1,42,0,3979,0,0,0,2016
547,ri bhoi,0,0,0,0,0,0,0,0,2016
548,garo hills,0,1,81,0,7690,0,0,62,2020
549,garo hills,0,0,24,0,2280,0,0,0,2016
550,garo hills,0,82,141,0,4194,0,0,0,2018
551,khasi hills,0,0,153,0,15051,0,0,144,2016
552,khasi hills,0,0,86,0,1738,0,0,0,2021
553,garo hills,0,0,33,0,2635,0,0,0,2017
554,khasi hills,0,0,61,0,4660,0,0,0,2017
555,khasi hills,0,2,190,0,1710,0,0,0,2016
556,jaintia hills,0,0,37,0,0,0,0,0,2021
557,ri bhoi,0,0,68,0,3035,0,0,0,2017
558,garo hills,0,0,62,0,2100,0,0,0,2015
559,khasi hills,1,5,95,72,6314,0,0,0,2020
560,garo hills,0,0,94,0,3632,0,0,0,2018
561,garo hills,0,1,41,0,4141,0,1,41,2017
562,khasi hills,0,2,144,0,2000,0,0,0,2015
563,garo hills,0,0,63,0,6286,0,0,62,2016
564,garo hills,0,0,39,0,3720,0,0,0,2020
565,garo hills,0,3,147,0,13172,0,0,0,2019
566,khasi hills,0,0,45,0,2800,0,0,0,2014
567,khasi hills,0,5,78,0,1280,0,0,0,2021
568,jaintia hills,0,0,195,0,0,0,0,0,2018
569,ri bhoi,0,0,25,0,2424,0,0,24,2017
570,khasi hills,0,0,94,0,8800,0,0,88,2020
571,garo hills,0,5,99,0,5756,0,0,4,2020
572,garo hills,0,0,21,0,2100,0,0,21,2017
573,garo hills,0,0,37,0,3642,0,0,36,2016
574,khasi hills,0,0,116,0,4520,0,0,0,2014
575,ri bhoi,0,0,17,0,1697,0,0,14,2017
576,garo hills,0,2,109,0,10218,0,0,92,2019
577,garo hills,0,1,152,0,7800,0,0,0,2018
578,jaintia hills,0,0,312,0,9621,0,0,0,2017
579,jaintia hills,0,0,135,0,4352,0,0,0,2015
580,garo hills,0,3,148,0,11239,0,0,0,2016
581,garo hills,0,0,40,0,3178,0,0,0,2014
582,jaintia hills,0,0,178,0,9177,0,0,3,2021
583,ri bhoi,0,0,108,0,4495,0,0,0,2014
584,garo hills,0,0,44,0,4400,0,0,44,2021
585,garo hills,0,4,71,0,6300,0,4,63,2017
586,garo hills,0,0,42,0,4200,0,0,42,2019
587,garo hills,0,0,41,0,4036,0,0,40,2019
588,khasi hills,0,0,99,0,8532,0,0,47,2019
589,jaintia hills,0,0,109,0,8209,0,0,0,2020
590,jaintia hills,0,0,6,0,0,0,0,0,2015
591,garo hills,0,1,64,0,2650,0,0,0,2014
592,khasi hills,0,0,164,0,8240,0,0,0,2020
593,garo hills,0,0,52,0,1007,0,0,0,2016
594,garo hills,0,2,127,0,12436,0,0,32,2018
595,ri bhoi,0,12,99,0,7116,0,1,58,2016
596,khasi hills,0,0,24,0,2200,0,0,22,2019
597,garo hills,0,3,93,0,9300,0,3,93,2016
598,khasi hills,0,0,76,0,4940,0,0,18,2019
599,garo hills,0,0,69,0,6101,0,0,60,2017
600,garo hills,0,0,94,0,3288,0,0,0,2016
601,garo hills,1,1,111,45,4681,0,0,0,2015
602,khasi hills,0,1,56,0,4271,0,0,0,2019
603,garo hills,0,0,62,0,6034,0,0,4,2018
604,garo hills,0,1,76,0,1888,0,0,0,2014
605,garo hills,0,0,36,0,3600,0,0,36,2021
606,khasi hills,0,1,186,0,1844,0,0,0,2020
607,khasi hills,0,0,39,0,1600,0,0,0,2018
608,khasi hills,0,0,154,0,0,0,0,3,2014
609,garo hills,0,1,36,0,3000,0,1,30,2020
610,garo hills,0,0,17,0,1700,0,0,17,2019
611,garo hills,0,0,20,0,1700,0,0,17,2018
612,garo hills,4,8,167,248,10062,0,0,4,2021
613,garo hills,0,0,24,0,2000,0,0,20,2017
614,garo hills,0,50,50,0,2007,0,0,0,2020
615,garo hills,0,0,77,0,7612,0,0,24,2019
616,garo hills,0,0,75,0,2920,0,0,0,2014
617,khasi hills,0,0,28,0,2543,0,0,22,2019
618,garo hills,0,0,40,0,2414,0,0,0,2016
619,ri bhoi,0,0,135,0,7256,0,0,0,2021
620,khasi hills,0,0,54,0,0,0,0,0,2021
621,khasi hills,0,0,50,0,2882,0,0,0,2021
622,khasi hills,0,0,18,0,1275,0,0,0,2016
623,jaintia hills,0,0,365,0,10717,0,0,0,2014
624,garo hills,0,0,109,0,10580,0,0,104,2017
625,khasi hills,0,0,28,0,2415,0,0,0,2021
626,khasi hills,0,0,127,0,8415,0,0,0,2019
627,garo hills,101,8,167,2208,3600,0,0,0,2014
628,khasi hills,0,0,102,0,3289,0,0,3,2018
629,jaintia hills,0,0,44,0,3934,0,0,0,2020
630,jaintia hills,0,0,551,0,0,0,0,0,2017
631,khasi hills,0,0,56,0,1484,0,0,0,2014
632,ri bhoi,0,0,70,0,2297,0,0,0,2020
633,garo hills,0,0,10,0,1000,0,0,10,2020
634,garo hills,0,2,173,0,17261,0,1,149,2019
635,khasi hills,0,0,259,0,10476,0,0,20,2018
636,khasi hills,0,0,68,0,6405,0,0,26,2017
637,garo hills,0,0,64,0,6396,0,0,61,2016
638,garo hills,0,0,53,0,5200,0,0,51,2019
639,jaintia hills,0,0,494,0,6710,0,0,5,2021
640,ri bhoi,0,7,76,0,7600,0,7,76,2017
641,garo hills,11,1,120,844,9380,0,0,10,2017
642,garo hills,0,1,87,0,8431,0,0,15,2020
643,ri bhoi,0,1,255,0,18532,0,0,103,2019
644,garo hills,0,2,68,0,6600,0,2,66,2021
645,garo hills,0,0,9,0,0,0,0,0,2015
646,khasi hills,0,0,23,0,1844,0,0,0,2021
647,ri bhoi,0,1,55,0,3773,0,0,0,2015
648,garo hills,0,0,90,0,3120,0,0,0,2019
649,garo hills,0,0,81,0,7214,0,0,72,2020
650,garo hills,0,0,51,0,4697,0,0,39,2019
651,garo hills,11,133,146,715,8550,0,0,0,2017
652,khasi hills,0,0,133,0,12586,0,0,0,2015
653,garo hills,0,0,29,0,2900,0,0,29,2020
654,garo hills,0,0,85,0,7120,0,0,68,2021
655,garo hills,0,2,40,0,3016,0,0,0,2016
656,khasi hills,0,0,60,0,4074,0,0,39,2019
657,garo hills,0,0,0,0,0,0,0,0,2017
658,garo hills,0,3,63,0,5075,0,1,46,2019
659,khasi hills,0,0,17,0,1667,0,0,11,2017
660,khasi hills,0,0,77,0,4391,0,0,0,2017
661,garo hills,0,0,65,0,1137,0,0,0,2019
662,jaintia hills,0,0,42,0,1600,0,0,0,2015
663,garo hills,0,0,67,0,6144,0,0,0,2015
664,garo hills,0,0,62,0,5562,0,0,3,2021
665,garo hills,0,0,0,0,0,0,0,0,2017
666,garo hills,0,1,26,0,2300,0,1,23,2016
667,garo hills,0,1,159,0,15900,0,1,159,2018
668,khasi hills,0,0,58,0,0,0,0,0,2015
669,garo hills,0,24,109,0,6383,0,8,62,2021
670,khasi hills,0,0,80,0,3741,0,0,2,2019
671,garo hills,2,76,78,0,0,0,0,0,2017
672,khasi hills,0,0,15,0,1036,0,0,7,2016
673,khasi hills,0,0,56,0,2445,0,0,0,2016
674,jaintia hills,0,4,426,0,3127,0,0,3,2020
675,garo hills,0,0,141,0,14000,0,0,140,2016
676,ri bhoi,0,0,30,0,0,0,0,0,2015
677,khasi hills,0,0,134,0,7200,0,0,0,2020
678,garo hills,0,0,93,0,5810,0,0,0,2014
679,jaintia hills,0,0,576,0,20492,0,0,1,2020
680,garo hills,0,0,12,0,435,0,0,0,2015
681,garo hills,0,1302,1304,0,114414,0,492,494,2021
682,khasi hills,0,0,38,0,1066,0,0,0,2018
683,ri bhoi,0,0,51,0,2740,0,0,0,2014
684,ri bhoi,0,0,97,0,4111,0,0,0,2021
685,garo hills,0,0,0,0,0,0,0,0,2019
686,garo hills,0,0,26,0,1300,0,0,0,2016
687,khasi hills,0,1,137,0,5244,0,0,0,2020
688,garo hills,4,7,147,290,10130,0,0,0,2017
689,garo hills,0,1,87,0,8230,0,0,13,2021
690,khasi hills,0,0,72,0,5258,0,0,14,2018
691,garo hills,0,1,31,0,2500,0,0,0,2015
692,garo hills,11,182,195,843,14906,0,0,0,2015
693,ri bhoi,0,3,104,0,8476,0,0,133,2014
694,khasi hills,0,0,37,0,980,0,0,0,2014
695,khasi hills,0,0,74,0,3691,0,0,2,2020
696,khasi hills,0,0,69,0,5971,0,0,37,2020
697,garo hills,0,257,262,0,990,0,0,0,2016
698,khasi hills,0,0,102,0,252,0,0,0,2017
699,ri bhoi,0,0,41,0,2074,0,0,0,2021
700,garo hills,0,2,116,0,8485,0,1,81,2018
701,garo hills,0,0,20,0,960,0,0,0,2020
702,khasi hills,0,0,21,0,0,0,0,0,2015
703,garo hills,0,0,0,0,0,0,0,0,2019
704,garo hills,0,0,29,0,2900,0,0,29,2016
705,garo hills,0,3,138,0,10326,0,0,0,2015
706,garo hills,0,0,23,0,1241,0,0,0,2014
707,garo hills,0,0,0,0,0,0,0,0,2014
708,garo hills,0,0,9,0,800,0,0,104,2015
709,khasi hills,0,1,193,0,9802,0,0,10,2020
710,garo hills,0,1,26,0,1116,0,0,0,2018
711,garo hills,0,1,171,0,12839,0,0,0,2016
712,garo hills,0,0,33,0,1600,0,0,0,2015
713,garo hills,0,0,22,0,1724,0,0,0,2015
714,ri bhoi,0,0,60,0,3320,0,0,0,2016
715,khasi hills,0,0,33,0,532,0,0,0,2014
716,garo hills,0,2,75,0,7500,0,2,75,2021
717,khasi hills,0,0,37,0,397,0,0,0,2019
718,garo hills,0,1,59,0,4838,0,0,0,2018
719,khasi hills,0,0,77,0,5396,0,0,51,2021
720,garo hills,0,1,155,0,0,0,0,0,2019
721,garo hills,0,0,68,0,5576,0,0,0,2016
722,garo hills,0,0,56,0,4224,0,0,0,2014
723,garo hills,0,0,65,0,3200,0,0,32,2021
724,khasi hills,0,0,123,0,11542,0,0,93,2021
725,garo hills,0,3,87,0,8083,0,2,72,2018
726,ri bhoi,1,1,68,24,2100,0,0,0,2018
727,khasi hills,0,0,20,0,2000,0,0,20,2020
728,garo hills,0,2,28,0,2633,0,2,24,2019
729,jaintia hills,0,0,85,0,2835,0,0,0,2016
730,khasi hills,0,0,55,0,3400,0,0,0,2018
731,khasi hills,0,0,99,0,6577,0,0,12,2018
732,khasi hills,0,0,172,0,7860,0,0,0,2018
733,garo hills,0,2,152,0,13918,0,0,36,2017
734,garo hills,1,1,79,100,7893,1,1,78,2021
735,garo hills,0,1,92,0,2760,0,0,0,2014
736,khasi hills,0,0,44,0,48,0,0,0,2021
737,khasi hills,0,0,100,0,2672,0,0,0,2021
738,garo hills,0,4,142,0,12234,0,0,0,2021
739,garo hills,0,0,7,0,700,0,0,0,2015
740,khasi hills,0,0,77,0,5948,0,0,17,2019
741,khasi hills,0,0,58,0,4128,0,0,0,2016
742,khasi hills,0,0,30,0,2167,0,0,0,2016
743,khasi hills,0,0,77,0,3236,0,0,0,2019
744,jaintia hills,0,2,320,0,8753,0,0,0,2016
745,khasi hills,0,1,68,0,597,0,0,0,2017
746,khasi hills,0,0,22,0,1725,0,0,0,2016
747,khasi hills,0,0,63,0,2000,0,0,0,2016
748,garo hills,0,1,113,0,11000,0,1,110,2020
749,ri bhoi,0,0,107,0,6255,0,0,0,2017
750,khasi hills,0,0,93,0,8400,0,0,84,2017
751,garo hills,0,9,124,0,5580,0,0,0,2016
752,khasi hills,0,0,116,0,3026,0,0,26,2019
753,garo hills,54,4,90,760,1229,0,0,0,2015
754,khasi hills,0,0,128,0,6420,0,0,0,2014
755,garo hills,0,0,37,0,1700,0,0,0,2014
756,khasi hills,0,0,162,0,10700,0,0,23,2020
757,ri bhoi,0,1,74,0,2766,0,0,0,2019
758,garo hills,0,3,25,0,2500,0,3,25,2020
759,jaintia hills,0,1,253,0,11030,0,0,10,2021
760,khasi hills,0,0,30,0,0,0,0,0,2015
761,garo hills,0,1,37,0,3458,0,0,14,2018
762,ri bhoi,1,5,150,0,0,0,0,0,2019
763,khasi hills,0,0,72,0,4522,0,0,0,2020
764,garo hills,0,1,63,0,1001,0,0,0,2018
765,garo hills,0,1,24,0,1800,0,0,0,2015
766,khasi hills,0,0,103,0,490,0,0,0,2017
767,garo hills,0,6,263,0,15713,0,0,0,2017
768,khasi hills,0,0,39,0,1800,0,0,0,2016
769,khasi hills,0,2,109,0,5439,0,0,0,2021
770,garo hills,1,2,119,100,11796,1,2,116,2018
771,ri bhoi,0,0,41,0,2670,0,0,0,2019
772,garo hills,0,0,44,0,4100,0,0,19,2020
773,garo hills,0,1,42,0,1810,0,0,0,2014
774,garo hills,0,1,49,0,2505,0,0,0,2019
775,garo hills,0,0,222,0,15788,0,0,0,2020
776,garo hills,0,144,144,0,2860,0,0,0,2015
777,jaintia hills,0,0,272,0,9198,0,0,0,2017
778,garo hills,0,0,20,0,532,0,0,0,2020
779,jaintia hills,0,0,102,0,0,0,0,0,2018
780,ri bhoi,0,0,0,0,0,0,0,0,2016
781,jaintia hills,0,0,133,0,4669,0,0,0,2020
782,khasi hills,0,0,41,0,3112,0,0,0,2018
783,garo hills,0,1,55,0,4404,0,0,0,2016
784,garo hills,0,0,9,0,600,0,0,0,2015
785,khasi hills,0,0,190,0,15834,0,0,145,2020
786,garo hills,0,0,96,0,9501,0,0,94,2019
787,khasi hills,0,0,271,0,0,0,0,91,2014
788,garo hills,0,1,79,0,6780,0,1,64,2021
789,ri bhoi,0,0,53,0,1044,0,0,0,2017
790,khasi hills,0,0,31,0,1983,0,0,16,2021
791,garo hills,0,0,24,0,2068,0,0,0,2021
792,jaintia hills,0,0,70,0,0,0,0,0,2014
793,ri bhoi,0,2,29,0,2430,0,0,0,2021
794,garo hills,0,1,46,0,4500,0,1,45,2020
795,garo hills,0,0,174,0,9382,0,0,0,2017
796,khasi hills,0,0,132,0,7400,0,0,0,2015
797,khasi hills,0,0,24,0,1128,0,0,0,2015
798,garo hills,0,3,131,0,13100,0,3,131,2021
799,jaintia hills,0,2,177,0,8976,0,0,0,2016
800,garo hills,0,0,42,0,1920,0,0,0,2014
801,khasi hills,0,0,38,0,252,0,0,0,2014
802,khasi hills,0,0,41,0,1750,0,0,0,2019
803,garo hills,0,1,52,0,3000,0,0,0,2019
804,khasi hills,0,0,71,0,5100,0,0,0,2019
805,khasi hills,0,2,107,0,10217,0,1,100,2020
806,ri bhoi,1,5,68,72,2810,0,0,0,2019
807,garo hills,0,0,55,0,5390,0,0,45,2021
808,ri bhoi,0,0,29,0,2419,0,0,1,2017
809,khasi hills,0,0,17,0,902,0,0,0,2016
810,garo hills,0,1,55,0,5350,0,1,50,2020
811,garo hills,0,1,35,0,2400,0,0,0,2016
812,garo hills,0,0,36,0,3430,0,0,31,2020
813,khasi hills,0,1,58,0,1394,0,0,0,2020
814,ri bhoi,0,2,23,0,357,0,0,0,2017
815,garo hills,0,1,41,0,4100,0,1,41,2021
816,garo hills,0,11,62,0,3978,0,0,0,2014
817,garo hills,0,0,96,0,1980,0,0,0,2021
818,garo hills,2,0,154,40,2940,0,0,0,2015
819,garo hills,0,0,100,0,5940,0,0,0,2015
820,garo hills,0,0,160,0,9470,0,0,0,2016
821,khasi hills,0,0,34,0,2204,0,0,15,2020
822,garo hills,0,3,45,0,4410,0,0,0,2016
823,garo hills,0,1,40,0,1739,0,0,0,2015
824,garo hills,4,1,36,264,2376,0,0,0,2017
825,khasi hills,0,0,48,0,3485,0,0,5,2020
826,garo hills,35,0,128,2487,9321,0,0,0,2018
827,ri bhoi,0,4,91,0,8212,0,4,82,2020
828,khasi hills,0,0,57,0,3660,0,0,1,2019
829,garo hills,0,1,57,0,5200,0,1,52,2021
830,garo hills,0,0,37,0,3060,0,0,9,2016
831,garo hills,0,0,70,0,5880,0,0,0,2017
832,garo hills,0,1,83,0,8300,0,1,83,2016
833,garo hills,0,0,45,0,3063,0,0,18,2020
834,ri bhoi,0,0,88,0,0,0,0,0,2014
835,khasi hills,0,0,39,0,107,0,0,0,2016
836,khasi hills,0,0,45,0,0,0,0,0,2015
837,garo hills,0,0,165,0,1620,0,0,0,2017
838,garo hills,0,1,51,0,5175,0,1,51,2016
839,khasi hills,0,0,100,0,5684,0,0,0,2016
840,garo hills,0,1,43,0,3956,0,0,0,2016
841,garo hills,0,0,103,0,9400,0,0,94,2018
842,garo hills,0,2,122,0,7900,0,0,72,2016
843,khasi hills,0,0,133,0,2701,0,0,0,2021
844,garo hills,0,7,54,0,5386,0,7,52,2021
845,khasi hills,0,0,40,0,2000,0,0,0,2015
846,garo hills,0,0,0,0,0,0,0,0,2015
847,garo hills,0,5,132,0,3970,0,0,0,2014
848,garo hills,0,0,126,0,3750,0,0,0,2020
849,ri bhoi,0,1,48,0,4499,0,1,26,2019
850,khasi hills,0,0,35,0,768,0,0,0,2017
851,khasi hills,0,0,62,0,5923,0,0,42,2021
852,khasi hills,0,0,106,0,1800,0,0,0,2016
853,jaintia hills,0,0,109,0,4883,0,0,0,2018
854,khasi hills,0,0,29,0,0,0,0,0,2015
855,khasi hills,0,0,327,0,24927,0,0,0,2020
856,garo hills,0,0,22,0,877,0,0,0,2020
857,khasi hills,0,0,78,0,3937,0,0,0,2019
858,garo hills,0,0,30,0,2519,0,0,0,2020
859,ri bhoi,0,0,72,0,4524,0,0,0,2015
860,garo hills,0,4,98,0,7000,0,0,67,2016
861,khasi hills,0,1,57,0,2555,0,0,0,2016
862,garo hills,0,0,99,0,8061,0,0,1,2014
863,garo hills,1,0,82,55,5757,0,0,0,2016
864,khasi hills,0,0,115,0,4830,0,0,0,2017
865,khasi hills,0,1,115,0,10482,0,1,95,2016
866,garo hills,0,2,133,0,13300,0,2,133,2019
867,garo hills,0,0,37,0,1400,0,0,0,2018
868,khasi hills,0,0,146,0,7605,0,0,0,2018
869,garo hills,0,1,44,0,4400,0,1,44,2017
870,khasi hills,0,0,59,0,5189,0,0,49,2021
871,garo hills,0,0,49,0,4500,0,0,0,2017
872,garo hills,0,0,52,0,2262,0,0,32,2015
873,ri bhoi,0,0,108,0,3276,0,0,0,2015
874,khasi hills,0,0,30,0,2812,0,0,26,2020
875,garo hills,0,0,120,0,11682,0,0,116,2018
876,ri bhoi,0,0,45,0,3264,0,0,0,2014
877,garo hills,0,194,194,0,11460,0,0,0,2017
878,garo hills,0,2,38,0,2368,0,0,0,2014
879,khasi hills,0,0,361,0,0,0,0,0,2015
880,khasi hills,0,2,202,0,3384,0,0,0,2014
881,khasi hills,0,0,157,0,8144,0,0,0,2020
882,garo hills,0,1,69,0,4790,0,0,0,2015
883,khasi hills,0,0,12,0,0,0,0,0,2015
884,khasi hills,0,0,18,0,1155,0,0,0,2015
885,khasi hills,0,0,44,0,3942,0,0,0,2015
886,ri bhoi,0,1,24,0,0,0,0,0,2018
887,ri bhoi,0,1,36,0,440,0,0,0,2015
888,garo hills,0,0,17,0,780,0,0,0,2015
889,garo hills,0,0,7,0,700,0,0,7,2019
890,jaintia hills,0,0,162,0,4600,0,0,0,2021
891,khasi hills,0,0,62,0,3285,0,0,0,2018
892,garo hills,0,0,37,0,1890,0,0,0,2015
893,garo hills,0,0,72,0,5952,0,0,52,2021
894,garo hills,0,0,36,0,2380,0,0,0,2016
895,garo hills,0,0,7,0,656,0,0,0,2015
896,garo hills,1,3,65,100,4900,1,3,49,2020
897,garo hills,0,2,124,0,12400,0,2,124,2021
898,jaintia hills,0,1,383,0,8866,0,0,0,2015
899,jaintia hills,0,0,52,0,919,0,0,0,2020
900,khasi hills,0,0,22,0,1934,0,0,11,2018
901,garo hills,0,1,47,0,2205,0,0,0,2014
902,garo hills,0,1,25,0,2300,0,5,191,2015
903,garo hills,0,108,108,0,3476,0,0,0,2014
904,garo hills,0,1,71,0,6200,0,1,61,2020
905,khasi hills,0,0,65,0,6398,0,0,59,2019
906,garo hills,0,228,229,0,0,0,0,0,2014
907,khasi hills,0,0,88,0,0,0,0,64,2015
908,garo hills,0,0,65,0,6100,0,0,61,2017
909,jaintia hills,0,0,116,0,7283,0,0,0,2021
910,jaintia hills,0,0,150,0,0,0,0,0,2015
911,garo hills,0,1,49,0,3862,0,0,0,2017
912,garo hills,0,1,79,0,7900,0,1,79,2019
913,khasi hills,0,0,102,0,252,0,0,0,2018
914,khasi hills,0,0,164,0,2000,0,0,0,2015
915,garo hills,0,0,51,0,5000,0,0,0,2015
916,garo hills,0,171,173,0,0,0,0,0,2021
917,khasi hills,0,0,23,0,1408,0,0,0,2016
918,garo hills,0,2,106,0,8777,0,0,0,2020
919,khasi hills,0,0,17,0,196,0,0,0,2017
920,khasi hills,0,21,72,0,6404,0,9,44,2019
921,khasi hills,0,0,85,0,0,0,0,0,2018
922,ri bhoi,2,8,95,188,7740,1,3,53,2017
923,garo hills,0,168,168,0,3268,0,0,0,2015
924,khasi hills,0,0,12,0,0,0,0,0,2014
925,garo hills,0,0,22,0,1496,0,0,0,2016
926,khasi hills,0,3,24,0,390,0,0,0,2018
927,garo hills,1,2,129,96,10745,0,0,0,2017
928,khasi hills,0,0,42,0,3992,0,0,39,2021
929,ri bhoi,0,10,30,0,812,0,0,0,2017
930,khasi hills,0,0,55,0,2000,0,0,0,2016
931,jaintia hills,0,1,129,0,5499,0,0,2,2015
932,garo hills,0,0,122,0,9300,0,0,0,2021
933,garo hills,0,1,228,0,12819,0,1,65,2018
934,khasi hills,0,0,17,0,0,0,0,0,2016
935,garo hills,1,1,112,100,11200,1,1,112,2021
936,garo hills,0,1,40,0,3700,0,1,36,2019
937,khasi hills,0,32,57,0,3423,0,0,0,2016
938,jaintia hills,0,0,82,0,5485,0,0,28,2019
939,garo hills,0,0,33,0,3100,0,0,31,2018
940,khasi hills,0,0,65,0,3500,0,0,0,2016
941,garo hills,0,0,218,0,19555,0,0,160,2018
942,garo hills,0,0,27,0,1323,0,0,0,2014
943,jaintia hills,0,0,22,0,0,0,0,0,2016
944,garo hills,0,2,76,0,5574,0,0,0,2015
945,garo hills,0,0,75,0,4442,0,0,0,2018
946,khasi hills,0,0,38,0,1900,0,0,0,2019
947,ri bhoi,0,0,50,0,3024,0,0,0,2017
948,garo hills,0,0,9,0,0,0,0,0,2014
949,garo hills,0,4,61,0,5800,0,4,57,2019
950,khasi hills,0,0,124,0,5801,0,0,4,2018
951,ri bhoi,21,76,395,1304,25008,3,9,80,2016
952,khasi hills,0,0,19,0,0,0,0,0,2016
953,garo hills,0,10,44,0,0,0,0,0,2017
954,khasi hills,0,1,144,0,1464,0,0,0,2015
955,khasi hills,0,0,14,0,535,0,0,0,2015
956,garo hills,0,1,32,0,1080,0,0,0,2014
957,garo hills,0,1,43,0,4300,0,1,43,2019
958,garo hills,0,0,16,0,630,0,0,0,2017
959,jaintia hills,0,0,162,0,7808,0,0,4,2018
960,ri bhoi,0,0,0,0,0,0,0,0,2015
961,garo hills,0,5,16,0,1540,0,5,14,2020
962,khasi hills,0,0,257,0,0,0,0,0,2021
963,garo hills,0,0,63,0,6234,0,0,0,2021
964,ri bhoi,0,1,65,0,3896,0,0,0,2020
965,garo hills,0,0,176,0,8360,0,0,0,2016
966,garo hills,0,2,86,0,8122,0,2,77,2017
967,jaintia hills,0,1,492,0,11437,0,0,0,2017
968,garo hills,0,0,0,0,0,0,0,0,2016
969,khasi hills,0,0,164,0,4098,0,0,0,2015
970,ri bhoi,0,0,212,0,20481,0,0,161,2016
971,khasi hills,0,0,66,0,335,0,0,0,2015
972,garo hills,0,1,29,0,1600,0,0,0,2015
973,garo hills,0,0,30,0,1650,0,1,59,2015
974,ri bhoi,0,0,331,0,9223,0,0,1,2016
975,jaintia hills,0,0,109,0,2464,0,0,0,2018
976,khasi hills,0,0,32,0,1283,0,0,4,2019
977,khasi hills,0,0,99,0,5947,0,0,0,2016
978,garo hills,0,0,62,0,6000,0,0,60,2018
979,khasi hills,0,0,167,0,3922,0,0,0,2014
980,jaintia hills,0,0,27,0,104,0,0,0,2017
981,garo hills,0,0,25,0,1805,0,0,0,2014
982,garo hills,0,10,43,0,3250,0,1,8,2017
983,khasi hills,0,4,61,0,1500,0,0,0,2014
984,khasi hills,0,2,58,0,3390,0,0,0,2015
985,khasi hills,0,0,0,0,0,0,0,0,2014
986,garo hills,0,2,90,0,3696,0,0,0,2014
987,khasi hills,0,0,43,0,4009,0,0,37,2017
988,garo hills,2,0,197,92,7250,0,0,0,2016
989,khasi hills,5,22,124,449,11287,2,17,55,2019
990,khasi hills,0,1,81,0,3798,0,0,0,2019
991,ri bhoi,0,0,101,0,1464,0,0,0,2014
992,garo hills,0,1,58,0,4324,0,0,0,2020
993,garo hills,1,1,69,100,6799,1,0,67,2019
994,garo hills,0,0,42,0,4200,0,0,42,2015
995,khasi hills,0,0,138,0,0,0,0,0,2014
996,garo hills,0,0,122,0,7064,0,0,0,2016
997,garo hills,0,0,24,0,2200,0,0,22,2020
998,garo hills,0,4,44,0,3962,0,0,0,2018
999,garo hills,0,1,22,0,2200,0,1,22,2016
1000,khasi hills,0,0,350,0,22450,0,0,0,2019
1001,khasi hills,0,0,69,0,4758,0,0,0,2017
1002,khasi hills,0,2,66,0,5600,0,0,56,2020
1003,garo hills,0,0,2,0,0,0,0,0,2017
1004,garo hills,0,0,41,0,4097,0,0,40,2021
1005,garo hills,1,379,381,15,5869,0,0,0,2020
